Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK27,OUT018,1703.6107
NCK18,OUT017,3066.5989
FDB52,OUT019,955.16846
DRG25,OUT027,5008.153
FDZ13,OUT049,872.67896
FDB57,OUT019,980.4668
FDR40,OUT046,1336.7759
NCO14,OUT019,201.27477
NCN19,OUT045,2715.8198
FDQ28,OUT019,514.9099
FDO13,OUT018,2158.4668
FDK48,OUT013,1234.0941
FDU07,OUT018,2145.4507
FDW20,OUT046,2123.3901
FDV12,OUT010,330.8873
FDH24,OUT013,2407.5977
FDV59,OUT049,3441.719
FDK57,OUT045,2022.3754
FDL16,OUT027,1294.0747
NCQ17,OUT046,2470.081
FDJ15,OUT018,2813.7305
FDX24,OUT049,1445.8488
FDT47,OUT046,1586.273
FDT10,OUT049,930.09406
FDZ37,OUT018,1130.3027
FDW43,OUT027,6032.681
DRN36,OUT017,1550.2067
FDJ14,OUT045,1145.266
FDA32,OUT013,2944.674
FDJ38,OUT019,655.8638
FDQ57,OUT017,2411.4639
NCQ41,OUT019,663.4506
FDG56,OUT049,953.7155
DRC13,OUT027,3295.5588
FDV55,OUT035,2533.255
FDQ49,OUT045,2681.9583
FDE29,OUT010,162.40248
FDR03,OUT013,3224.8904
FDD45,OUT049,1445.8488
FDN38,OUT010,914.9747
FDT56,OUT046,903.4403
FDT48,OUT045,3129.0754
FDU03,OUT049,3215.8608
FDC56,OUT010,246.75145
NCO43,OUT027,2671.5442
FDQ27,OUT017,1731.2301
FDR03,OUT046,3125.1472
DRH23,OUT010,231.70918
FDG22,OUT045,657.2821
NCJ42,OUT013,1657.5049
FDR24,OUT046,1232.88
FDW60,OUT035,2981.5576
FDJ08,OUT013,3333.7214
DRL59,OUT018,684.77545
FDG60,OUT010,887.2404
FDW27,OUT017,2468.981
FDX14,OUT018,1204.1196
FDC20,OUT013,800.8161
NCS29,OUT018,3283.353
FDJ56,OUT046,1619.9741
FDB20,OUT019,444.1659
FDL28,OUT027,5529.667
FDW01,OUT018,2016.6692
FDL03,OUT046,2924.1648
FDX22,OUT049,3929.0684
FDJ21,OUT035,2594.027
FDR31,OUT045,2575.359
FDG21,OUT035,2486.0713
FDS22,OUT027,954.42474
FDK08,OUT035,1610.7135
FDE17,OUT018,2133.886
NCN30,OUT017,1635.5441
FDT50,OUT046,1358.6869
NCX42,OUT049,2687.233
FDJ12,OUT035,3871.3245
NCA18,OUT027,2385.2393
FDP23,OUT019,486.33432
FDX12,OUT013,3975.5894
FDN40,OUT018,2123.2046
FDV48,OUT035,1356.0513
NCY54,OUT013,2806.8352
FDL16,OUT010,103.78369
FDR45,OUT018,3314.8777
FDJ52,OUT046,2446.6743
DRG01,OUT017,1430.5734
FDP52,OUT013,4372.336
FDU58,OUT017,3165.6252
FDL02,OUT045,1590.8495
FDG28,OUT013,4056.489
FDA19,OUT035,1927.6957
FDW46,OUT027,2061.9949
NCD43,OUT049,1717.7273
DRG39,OUT013,778.05396
NCF55,OUT049,562.0024
FDJ07,OUT046,1971.0894
FDE08,OUT046,2391.2085
FDP56,OUT019,217.22311
FDT45,OUT045,744.9427
FDF17,OUT018,2425.3882
FDX44,OUT046,1338.3357
FDM28,OUT027,4543.9424
FDI36,OUT049,3124.4092
FDS07,OUT045,1787.4072
FDD36,OUT045,1842.9061
FDW11,OUT046,962.7859
FDN40,OUT049,2389.5256
NCQ18,OUT049,1520.8367
NCQ54,OUT017,2794.3303
NCS42,OUT045,1344.4652
DRH39,OUT010,423.36438
FDC09,OUT027,2604.1807
FDT08,OUT010,553.0182
FDC08,OUT035,3939.6626
FDT20,OUT017,622.4122
FDS35,OUT035,1124.9199
FDX58,OUT018,3003.1067
FDW58,OUT046,1641.1481
DRD27,OUT046,1578.84
FDH32,OUT019,117.77397
FDS26,OUT035,4016.2761
FDQ31,OUT046,1358.1595
FDP11,OUT018,2929.9978
FDD58,OUT017,1629.0848
FDM33,OUT045,3323.8752
FDZ16,OUT049,3547.0098
NCS29,OUT010,1323.9158
NCM18,OUT019,187.92383
FDP11,OUT049,3653.0828
NCC42,OUT017,2117.4556
DRM23,OUT046,2794.9473
NCN55,OUT027,5209.895
FDK46,OUT013,4426.558
FDR01,OUT046,3119.3958
NCA05,OUT045,2431.5203
NCP43,OUT017,2747.4578
FDR12,OUT010,467.19498
FDQ01,OUT013,3817.3486
FDM13,OUT046,1953.7555
FDQ19,OUT017,4141.2124
FDK56,OUT019,558.02423
NCX06,OUT010,697.34503
FDO56,OUT027,2763.6882
FDU45,OUT045,1994.0822
FDI16,OUT019,195.60626
FDL32,OUT046,1899.3156
FDA07,OUT046,2096.006
FDA14,OUT045,2271.5732
FDV46,OUT027,3431.9583
NCO07,OUT035,3283.2004
NCP41,OUT046,1651.6245
FDY60,OUT018,1909.3689
FDN38,OUT017,4157.965
FDO15,OUT046,1301.9379
FDT60,OUT013,1845.0789
FDA55,OUT035,3945.167
FDE02,OUT010,211.49806
DRJ39,OUT049,3785.691
FDV34,OUT035,1294.681
FDS20,OUT027,4770.8486
FDF02,OUT027,2844.4143
FDW40,OUT017,2140.8062
NCB43,OUT046,3208.3352
FDR58,OUT017,1319.2751
DRJ59,OUT035,679.22424
NCD30,OUT017,1616.3785
FDE14,OUT017,1612.8945
FDC28,OUT018,1270.187
FDU16,OUT018,1088.8917
NCD19,OUT035,934.49854
FDU21,OUT046,628.7016
FDV59,OUT027,5126.308
FDU03,OUT045,3240.629
FDC33,OUT010,652.8243
NCR42,OUT035,612.393
DRH59,OUT035,1206.378
NCM31,OUT035,2169.0388
FDS50,OUT035,4055.0474
FDP39,OUT046,890.8059
FDQ55,OUT013,1870.4484
FDV36,OUT019,376.80728
FDI05,OUT027,2309.6394
FDS45,OUT027,2619.5579
FDA39,OUT045,665.0635
FDC37,OUT010,324.32025
FDJ60,OUT027,3951.1714
DRQ35,OUT046,1933.0182
NCJ06,OUT046,2021.6238
NCY42,OUT018,2165.544
DRM37,OUT049,3033.1636
FDR14,OUT045,636.47473
FDE51,OUT049,664.5432
FDT33,OUT017,2900.2156
FDR08,OUT013,1867.0549
FDE36,OUT010,612.73083
FDL22,OUT019,272.1697
FDR44,OUT013,2237.2234
FDI56,OUT019,283.59198
FDE47,OUT010,295.31082
FDV27,OUT010,338.03833
FDV10,OUT049,647.7984
FDC40,OUT045,1325.5277
NCX41,OUT013,3398.0745
NCQ38,OUT027,2486.5872
FDV12,OUT027,2715.8086
FDE52,OUT017,1431.5
FDG20,OUT027,4352.5376
FDV16,OUT027,878.52246
FDI32,OUT017,1978.4773
FDJ32,OUT049,937.96454
FDN39,OUT018,2196.9692
FDY34,OUT017,2865.6577
FDC14,OUT035,682.17773
FDA55,OUT017,3983.0469
FDZ50,OUT010,882.2069
DRG13,OUT049,2508.5012
FDP01,OUT013,2154.8367
NCG54,OUT017,2950.439
FDM13,OUT045,1952.8828
NCO18,OUT027,4754.67
NCW41,OUT013,2272.401
FDM52,OUT027,3707.8972
NCF55,OUT035,594.3791
FDT09,OUT046,2179.9885
NCM19,OUT035,1842.1714
FDW12,OUT018,2058.2136
FDP15,OUT019,770.05334
FDK36,OUT045,746.9643
FDZ25,OUT035,3272.2566
NCW06,OUT049,3186.0425
FDW60,OUT046,2495.3503
DRC49,OUT013,2322.121
NCT17,OUT035,3373.0278
NCN06,OUT018,2234.3042
FDC45,OUT013,3009.7217
DRJ47,OUT019,691.02466
NCF06,OUT045,4307.3345
FDE21,OUT010,467.75876
DRG27,OUT013,621.60614
FDW40,OUT049,2071.8115
NCO53,OUT046,3439.1348
FDE23,OUT049,662.58527
FDQ16,OUT046,1794.2882
FDS26,OUT045,4386.6523
FDZ13,OUT010,106.62778
FDS14,OUT049,2343.9402
FDC10,OUT045,1699.7653
FDY16,OUT049,3517.7556
FDJ20,OUT035,2092.697
FDV43,OUT035,682.3595
FDZ32,OUT027,2526.4204
FDR23,OUT046,2697.8271
FDN24,OUT035,886.52124
FDE34,OUT027,4871.6997
FDU31,OUT013,3015.6091
FDW33,OUT018,1293.4155
FDU26,OUT046,1873.0417
FDE20,OUT027,4186.004
NCW05,OUT035,1658.0305
FDB22,OUT018,2084.9727
FDO56,OUT046,1972.9476
FDA19,OUT027,2821.8015
DRI39,OUT045,883.2771
FDH52,OUT018,794.02826
FDZ50,OUT035,3512.0442
NCN42,OUT035,2535.4392
FDB53,OUT013,2507.3994
DRG11,OUT017,1723.0101
DRK11,OUT027,3749.6958
FDQ60,OUT017,2003.9896
FDT36,OUT017,598.8884
DRG25,OUT018,2813.7305
DRJ23,OUT046,3254.0703
FDG05,OUT035,2590.8145
NCK06,OUT018,1686.1525
FDU52,OUT017,2350.3918
FDW07,OUT018,1157.913
NCM17,OUT045,698.0241
FDA22,OUT045,2587.2207
NCA41,OUT018,2624.9927
FDF38,OUT035,695.0422
FDH52,OUT046,972.9616
FDY58,OUT019,926.0453
FDZ16,OUT045,3300.737
NCM18,OUT017,1024.4536
FDA22,OUT018,2190.3655
NCJ43,OUT035,2963.2803
FDI34,OUT027,6522.331
FDG56,OUT046,1099.8794
FDS34,OUT046,1877.607
DRC01,OUT035,790.7196
FDQ04,OUT035,687.07654
FDK04,OUT035,891.19714
FDT51,OUT049,1808.8796
FDV26,OUT017,3212.0732
FDS04,OUT049,2077.0554
FDW43,OUT018,3714.9817
FDQ28,OUT010,605.5167
NCK06,OUT017,2219.5452
FDS23,OUT018,1874.392
FDZ36,OUT019,690.22687
FDE56,OUT018,706.48126
FDW10,OUT027,4569.9756
NCN14,OUT045,3027.1074
NCQ18,OUT045,1532.3402
FDW08,OUT017,1626.6047
FDU43,OUT035,3946.212
FDR33,OUT010,332.54056
FDM24,OUT010,575.0909
NCZ05,OUT046,1684.5004
NCV41,OUT035,1995.2373
FDV11,OUT018,2677.849
NCY05,OUT035,645.40643
FDV44,OUT018,2766.277
FDW32,OUT049,1222.8898
NCU18,OUT027,2953.7136
NCC43,OUT035,4630.6885
FDW19,OUT013,1774.7048
FDN31,OUT035,3351.9062
FDI48,OUT045,746.80707
FDS24,OUT017,1383.1029
FDF46,OUT049,1950.0535
DRG23,OUT017,2415.0437
FDG14,OUT018,2352.3103
NCY30,OUT049,2765.7986
FDO28,OUT018,1785.559
DRD24,OUT035,2102.7717
FDI33,OUT049,1412.6188
FDN32,OUT046,2993.857
FDR16,OUT045,3832.2578
FDF26,OUT046,2376.4194
NCN29,OUT018,656.52185
FDE20,OUT045,3126.571
FDA46,OUT046,3242.4312
FDU28,OUT045,2970.6213
FDQ48,OUT045,1530.9338
FDV36,OUT013,2131.062
FDR14,OUT018,611.31366
FDP23,OUT017,3795.102
FDP56,OUT013,691.7169
FDK48,OUT010,392.57877
FDR48,OUT046,2282.6191
NCY29,OUT049,905.38184
FDM22,OUT018,612.36304
DRJ01,OUT013,2676.8164
FDZ43,OUT045,3764.4478
FDV03,OUT035,2446.2236
FDX11,OUT027,4934.1196
NCA41,OUT027,5080.78
FDE38,OUT017,2518.0679
FDI27,OUT018,672.76953
FDN32,OUT013,3235.9707
NCN43,OUT017,2129.6274
FDB47,OUT027,5672.759
FDV03,OUT017,2441.487
NCN30,OUT045,1450.1237
NCV54,OUT010,112.7735
FDV07,OUT013,1669.7219
FDP07,OUT049,2880.2334
FDK48,OUT018,934.695
FDM15,OUT019,458.5481
FDY19,OUT027,2945.723
FDK46,OUT046,4366.593
FDY11,OUT045,1058.801
FDH09,OUT046,805.90796
FDO08,OUT027,3861.0144
FDU14,OUT013,4745.8755
FDD22,OUT027,3081.4014
FDM27,OUT017,2444.6423
FDL02,OUT027,2840.0474
NCA17,OUT035,2448.2979
FDE38,OUT019,806.42523
NCG07,OUT049,3211.9312
DRC27,OUT013,3660.6943
FDA27,OUT035,3670.465
FDW40,OUT045,2059.5635
DRI11,OUT013,1910.2438
FDN50,OUT046,1534.5249
FDR12,OUT046,2804.9304
FDT34,OUT027,2788.6543
FDW11,OUT035,1017.7824
NCO30,OUT027,4934.3135
FDZ34,OUT017,3204.45
FDU45,OUT017,2027.798
NCD42,OUT035,668.8606
FDX25,OUT045,2633.1338
NCR29,OUT046,893.1224
FDX43,OUT019,870.36896
FDB04,OUT010,470.0444
FDR49,OUT027,1278.3177
FDS39,OUT018,1850.8967
FDW58,OUT045,1568.9805
FDG22,OUT019,276.71954
FDG31,OUT017,1045.9098
NCV53,OUT027,5603.928
DRJ37,OUT035,2545.6653
FDV07,OUT035,1792.5417
FDW52,OUT018,2463.215
FDT15,OUT045,3036.6045
FDD02,OUT018,1761.9237
FDM16,OUT035,1223.5947
NCE55,OUT046,2543.885
FDB57,OUT018,3166.9521
FDQ04,OUT013,647.43414
FDQ47,OUT019,38.493675
FDY14,OUT019,1104.572
DRK37,OUT017,3177.079
FDO25,OUT017,3906.038
FDL57,OUT046,4670.955
NCK29,OUT018,1813.5096
FDK46,OUT027,6913.026
NCB43,OUT010,598.72107
DRE01,OUT027,6137.2036
FDC46,OUT018,2803.5686
FDQ23,OUT045,1651.21
FDX38,OUT049,746.80707
FDG60,OUT018,3278.1257
FDW55,OUT017,4141.6147
FDP39,OUT013,705.4484
FDB20,OUT018,1023.9461
FDV21,OUT017,2147.9075
FDZ02,OUT013,1607.109
FDP19,OUT027,2810.5242
FDA38,OUT035,4136.1777
FDH22,OUT045,1954.8796
DRM11,OUT045,4050.6355
FDO12,OUT027,4832.3804
FDT14,OUT049,1949.3491
FDW34,OUT010,754.7656
FDG04,OUT027,4542.518
FDW59,OUT018,1135.4851
FDR33,OUT018,1294.4667
FDP32,OUT013,2131.062
FDL13,OUT027,5973.7935
FDD22,OUT013,1907.6133
FDV40,OUT027,1912.7025
NCD55,OUT046,654.67865
FDQ20,OUT010,236.84947
FDD28,OUT045,858.62396
FDC39,OUT045,3917.8948
NCR17,OUT049,1893.365
DRO35,OUT018,1642.7571
FDF40,OUT049,3876.7732
FDR31,OUT018,2236.053
NCQ41,OUT017,2937.3726
FDP38,OUT046,743.8086
NCU54,OUT027,5384.6084
FDG22,OUT018,426.06415
DRK59,OUT013,3563.1758
FDC37,OUT046,1787.4645
NCO42,OUT013,2450.2764
NCT42,OUT017,2492.033
FDX27,OUT035,1549.9984
FDV40,OUT018,978.86554
FDT45,OUT027,1755.7351
FDS47,OUT019,282.99396
FDR45,OUT035,4237.1104
FDB03,OUT045,3950.537
FDO49,OUT035,859.67615
FDU60,OUT027,3902.4336
FDB26,OUT018,643.2882
FDB46,OUT017,3592.9185
FDQ37,OUT019,616.2158
FDN03,OUT017,4676.3647
NCX30,OUT045,4198.2144
FDK32,OUT019,576.32544
DRM47,OUT013,3096.0867
NCO02,OUT046,1141.2815
FDP04,OUT013,874.9813
NCO43,OUT049,1737.277
FDD59,OUT013,1127.7719
FDQ10,OUT017,3067.1907
FDW45,OUT035,2474.4502
NCK30,OUT049,4314.817
FDU31,OUT018,2816.7773
NCQ17,OUT019,377.85715
FDN01,OUT017,2945.1304
FDZ19,OUT049,2891.127
DRG37,OUT017,2418.5508
FDE32,OUT045,632.06555
FDO34,OUT049,2849.2307
FDM04,OUT019,183.36319
FDZ25,OUT049,3174.9736
FDU08,OUT049,1548.7595
NCW30,OUT045,3891.4365
NCM18,OUT013,943.857
FDS22,OUT035,679.22424
NCH18,OUT017,4028.166
FDC23,OUT013,3319.2336
FDY46,OUT013,3066.338
NCU06,OUT046,3895.5125
FDX57,OUT045,1484.8774
FDX36,OUT027,5326.649
FDL16,OUT045,788.86115
FDT16,OUT010,1373.9514
FDN16,OUT018,1361.4407
FDC03,OUT046,3199.7302
DRF60,OUT013,3987.6252
FDS27,OUT027,5024.987
FDP33,OUT010,922.3919
FDJ36,OUT018,1379.0522
NCR42,OUT013,567.7396
FDV14,OUT017,1389.9822
NCP42,OUT035,3123.6047
FDB50,OUT027,2123.9644
NCC30,OUT027,4394.7314
FDA23,OUT018,1450.1488
FDW16,OUT017,1433.108
FDQ52,OUT010,658.73206
FDB58,OUT049,2229.0496
NCP29,OUT049,1087.9894
NCM05,OUT045,4225.6304
FDO25,OUT013,3287.4368
NCM54,OUT046,2137.2085
NCL54,OUT046,2936.7295
FDL39,OUT010,633.8155
FDF53,OUT018,2617.2493
NCQ42,OUT035,2027.8984
FDF58,OUT013,812.71564
FDZ04,OUT035,1085.4626
FDE26,OUT019,489.5533
FDS60,OUT017,2961.8328
FDV58,OUT017,2990.3606
FDM04,OUT045,802.6279
FDE08,OUT035,2563.5146
NCB43,OUT049,3239.5435
FDU11,OUT010,373.5314
FDF22,OUT019,850.3087
FDE24,OUT013,2260.6145
DRJ49,OUT046,2179.9885
NCQ53,OUT035,4313.059
NCL41,OUT013,620.54614
FDR22,OUT013,1761.7074
FDH04,OUT035,1548.0795
DRH15,OUT045,673.7357
FDY40,OUT049,743.21765
NCI17,OUT035,1690.104
NCC18,OUT013,2875.0623
FDY28,OUT027,4704.957
FDB45,OUT027,2554.528
NCL30,OUT018,1948.1571
FDM10,OUT017,3504.0605
FDH22,OUT027,2650.789
NCZ53,OUT017,3167.6843
NCI18,OUT013,3854.9944
FDH14,OUT027,3280.7222
FDR36,OUT027,887.9595
FDW01,OUT045,2391.7266
FDK02,OUT027,2709.6611
FDJ02,OUT018,1995.6111
FDU55,OUT013,5122.376
NCV18,OUT027,2548.405
FDH14,OUT018,2006.0955
FDZ37,OUT045,1351.0461
FDX49,OUT049,3238.5942
NCD43,OUT046,1712.158
FDZ07,OUT013,881.9952
FDK43,OUT035,2198.045
FDR32,OUT018,3383.583
FDT39,OUT013,2347.425
NCV54,OUT017,2044.0217
FDF38,OUT018,476.81564
FDV60,OUT046,3020.5396
FDH44,OUT027,3841.8386
FDS21,OUT046,976.4845
NCL41,OUT045,586.6008
FDM46,OUT017,1534.3325
FDU27,OUT045,799.05194
NCJ54,OUT017,4263.7256
DRG51,OUT018,2463.184
NCA29,OUT019,684.7652
FDR47,OUT045,3048.206
NCL19,OUT027,3210.0046
DRG01,OUT049,1286.5042
FDG10,OUT046,834.7908
NCV05,OUT049,2381.752
NCH18,OUT019,678.57776
FDV14,OUT018,1193.488
DRJ23,OUT035,3325.377
DRJ11,OUT046,3208.3352
FDZ03,OUT017,3259.1306
FDI27,OUT010,190.11046
FDJ14,OUT018,1055.8314
FDU32,OUT017,2126.6733
FDD47,OUT027,4156.2637
DRF36,OUT035,3174.593
FDM21,OUT046,4606.232
FDV10,OUT018,467.69205
FDH60,OUT018,2715.7788
FDX47,OUT010,528.1085
FDT19,OUT019,423.62494
FDO11,OUT045,3723.624
FDH24,OUT027,4206.486
FDL02,OUT018,1333.5319
FDB02,OUT049,2689.9507
FDA43,OUT046,3123.4985
FDG52,OUT045,764.3668
DRC12,OUT013,2997.374
FDY37,OUT018,1909.3689
NCU18,OUT045,1876.891
FDU09,OUT035,911.13324
DRJ25,OUT027,1232.8922
DRE12,OUT018,1593.8036
DRL47,OUT017,2046.0115
DRK01,OUT046,1627.837
FDC22,OUT019,559.22205
FDG44,OUT013,824.4591
FDW04,OUT035,1963.8712
FDK09,OUT049,3510.1318
NCN43,OUT035,2180.1538
FDG04,OUT049,2978.6436
FDH32,OUT010,247.94444
DRI47,OUT017,2545.9841
DRE15,OUT013,898.4735
FDY11,OUT035,1137.9542
FDO60,OUT049,669.4133
FDQ20,OUT018,495.99734
FDO57,OUT027,3914.016
FDT14,OUT019,400.6517
FDA57,OUT049,647.61664
DRN35,OUT017,617.26196
FDJ03,OUT046,757.5401
FDX28,OUT017,1677.6094
DRE25,OUT045,1424.6885
FDR09,OUT046,3911.978
FDB23,OUT035,3542.8228
FDO08,OUT045,2336.5862
FDQ23,OUT049,1657.4698
FDW04,OUT013,1957.1815
DRK13,OUT010,504.4741
NCL17,OUT027,2858.3848
FDY21,OUT035,3361.8325
FDJ38,OUT027,4514.112
FDA37,OUT019,540.3222
FDV43,OUT013,662.91986
FDL36,OUT046,1555.046
FDD53,OUT045,665.5089
FDZ19,OUT010,684.0362
FDV21,OUT045,1935.9456
NCL54,OUT018,2916.4119
DRI47,OUT027,3886.283
DRG03,OUT049,2467.7197
FDG21,OUT013,2459.8206
FDW03,OUT018,1317.1565
NCI55,OUT046,2109.124
DRC36,OUT019,627.72656
FDH22,OUT017,2034.7186
FDV20,OUT045,2186.643
NCU41,OUT027,5012.2314
FDN46,OUT027,2825.665
FDK50,OUT045,2774.7852
NCA05,OUT027,3612.4836
DRH01,OUT018,2599.1213
FDT08,OUT018,2148.2576
FDM08,OUT018,3165.1064
FDZ07,OUT035,1025.5856
FDS22,OUT017,769.6601
FDV35,OUT027,3628.321
FDI28,OUT010,397.0191
FDW58,OUT027,2439.3508
FDT52,OUT045,3898.9954
FDY34,OUT046,2426.6655
FDR10,OUT046,2498.7637
FDK57,OUT017,2056.071
FDR02,OUT027,2761.4683
FDX49,OUT046,3075.1846
FDQ20,OUT046,666.19214
DRK23,OUT045,4055.0103
NCW06,OUT046,3099.439
FDR31,OUT017,2543.2754
NCE43,OUT013,2776.5588
DRO59,OUT027,2126.2927
FDN09,OUT049,4183.887
FDR11,OUT046,2241.011
FDO57,OUT013,2697.0964
NCX18,OUT017,3224.612
FDB05,OUT018,3692.6802
FDQ08,OUT018,760.2219
NCG43,OUT035,1572.8894
FDJ56,OUT013,1594.9805
FDA13,OUT010,150.5096
FDO56,OUT017,1879.6957
FDB37,OUT018,3218.6917
FDZ02,OUT018,1465.6398
FDQ24,OUT046,4419.4595
FDM16,OUT013,930.4014
FDU35,OUT049,1565.7848
FDT35,OUT035,2578.8503
NCX30,OUT049,4287.2046
FDG04,OUT017,2924.62
FDI12,OUT035,1407.2555
FDE35,OUT035,1004.1664
NCP14,OUT027,2773.0957
NCY53,OUT045,1778.2872
FDP49,OUT017,899.8256
FDQ04,OUT017,680.7347
FDM39,OUT035,2895.0813
FDO58,OUT019,745.86285
FDC56,OUT017,1823.3383
NCQ54,OUT046,2790.9844
FDV10,OUT027,974.4767
NCK17,OUT046,663.56323
NCF55,OUT027,850.9984
FDV33,OUT013,4371.523
NCH29,OUT019,308.7208
FDA37,OUT027,2770.3848
FDH46,OUT018,1405.2708
FDS25,OUT035,1776.82
FDH04,OUT027,2181.9524
FDX52,OUT046,3195.6545
NCD42,OUT017,655.9832
FDW47,OUT017,2087.8904
FDL25,OUT027,2673.7788
NCJ06,OUT010,142.4977
FDY09,OUT013,2911.7847
FDS40,OUT046,650.76416
FDH41,OUT017,3394.8467
FDG38,OUT035,1397.7179
FDU03,OUT027,4846.37
FDV20,OUT046,2060.4934
DRB13,OUT045,2811.926
NCQ30,OUT013,1974.8523
NCH06,OUT013,3935.9153
FDU50,OUT018,1609.0618
NCO42,OUT019,427.1725
FDW09,OUT018,932.3819
FDH04,OUT013,1317.3125
FDC21,OUT045,1654.9071
FDL21,OUT049,657.31683
FDM46,OUT010,291.2546
FDT22,OUT019,245.71246
FDB28,OUT035,2998.0537
FDI12,OUT018,1138.2798
FDA28,OUT045,2039.1855
FDF59,OUT013,2021.0381
FDM45,OUT027,2908.3042
FDQ56,OUT017,1450.0349
FDR46,OUT049,2399.2017
FDT01,OUT013,2163.1348
FDD16,OUT027,1884.7528
NCU30,OUT010,728.45154
FDM40,OUT010,454.93863
FDI56,OUT035,1537.845
NCS30,OUT013,2058.4868
FDU08,OUT017,1690.0144
FDX51,OUT027,5275.9893
FDA43,OUT045,2894.1926
FDX59,OUT010,214.03246
FDC37,OUT018,1295.8088
FDP58,OUT013,2999.0107
NCY42,OUT035,2147.4954
FDF21,OUT018,2733.323
FDU10,OUT027,940.82855
DRL47,OUT018,1749.2362
FDA58,OUT018,3009.2966
FDJ22,OUT049,3186.0425
FDK50,OUT046,2572.514
FDO38,OUT035,1365.5889
DRF60,OUT035,3920.3796
NCZ42,OUT019,942.389
FDD35,OUT049,2054.6313
FDL25,OUT045,1362.3195
FDJ16,OUT013,846.97217
DRK59,OUT049,3875.0989
FDI50,OUT046,4515.069
NCB19,OUT045,1247.0771
DRI37,OUT035,1003.47687
FDA14,OUT027,3538.7483
FDC08,OUT018,3655.0383
FDS45,OUT046,1788.3705
FDI21,OUT049,1047.7648
DRJ47,OUT035,2933.997
DRE37,OUT027,4777.4663
FDT55,OUT018,2594.1814
NCG42,OUT027,3457.0674
FDA31,OUT049,3038.1797
NCW42,OUT046,3442.8704
FDF50,OUT017,3142.062
FDK56,OUT049,3302.4202
FDX10,OUT035,592.09753
NCK07,OUT027,3905.5684
FDZ49,OUT017,3868.411
FDR33,OUT013,1683.5586
FDO44,OUT018,1420.7745
FDA20,OUT046,3168.006
NCL30,OUT045,2039.1855
FDI05,OUT019,279.8516
FDQ12,OUT018,3384.1206
FDH47,OUT017,1640.5188
FDH34,OUT018,2761.9885
FDF29,OUT046,2179.9885
FDG40,OUT018,449.54465
NCE18,OUT017,4794.099
FDP21,OUT010,322.19125
FDY50,OUT013,1247.9585
FDB36,OUT049,2149.8972
NCZ29,OUT049,1996.5356
FDU20,OUT018,1598.7346
FDO56,OUT013,1931.8954
FDW31,OUT049,2696.4814
DRH59,OUT013,915.142
NCB30,OUT017,3076.78
FDK43,OUT027,3150.8855
FDW43,OUT045,4107.519
NCL19,OUT017,2229.2566
FDJ27,OUT046,1694.1101
FDC45,OUT046,2516.6304
FDY40,OUT035,757.9829
NCM41,OUT035,1560.3728
NCK18,OUT019,690.48236
FDP37,OUT049,2030.2164
FDA27,OUT027,5506.118
NCX30,OUT035,3888.2617
FDR09,OUT017,4733.8184
FDG08,OUT027,4292.3975
NCU30,OUT013,2252.1675
FDB16,OUT017,1365.7363
FDM16,OUT017,1215.859
FDC48,OUT013,1201.4803
NCF18,OUT046,3151.849
FDU46,OUT018,1175.3706
FDH41,OUT018,2799.6284
NCN42,OUT010,659.6972
FDU49,OUT046,1348.7587
FDB20,OUT027,2111.205
FDG50,OUT019,389.50943
FDW20,OUT045,2039.7279
NCO55,OUT049,1593.7494
FDX48,OUT046,2333.3193
FDU48,OUT046,1945.7
FDR48,OUT019,319.99857
FDK27,OUT013,1843.2748
FDT35,OUT013,2632.0664
FDN12,OUT049,1727.742
NCE31,OUT019,49.235855
FDL21,OUT017,687.84534
FDV56,OUT017,1637.0812
FDR16,OUT017,3554.4502
NCP41,OUT049,1631.4247
FDJ27,OUT013,1673.5668
FDA07,OUT017,2068.6313
FDK55,OUT049,1305.5835
FDM33,OUT049,3849.1216
FDY46,OUT046,3230.6736
FDD36,OUT046,1965.1528
FDB12,OUT027,2870.6594
FDF28,OUT019,700.67914
NCE07,OUT019,535.9023
FDW50,OUT027,3858.181
NCW18,OUT017,4115.5874
NCJ17,OUT019,277.92645
DRZ24,OUT010,292.24716
FDS07,OUT035,2000.3254
NCW05,OUT010,195.90941
FDZ22,OUT018,1152.9552
FDK02,OUT046,1960.6129
FDZ45,OUT027,5011.39
FDL25,OUT046,1292.3335
FDS08,OUT045,2478.532
NCZ42,OUT027,6927.81
FDX57,OUT035,1638.8242
FDF21,OUT046,3131.01
FDJ56,OUT018,1271.8342
FDX10,OUT013,457.77814
DRG48,OUT035,2566.2234
DRN37,OUT046,2586.724
NCY41,OUT018,423.3805
FDN28,OUT045,1669.8502
FDE34,OUT045,2768.9324
FDR10,OUT045,2491.9187
FDC32,OUT017,1524.9897
DRG13,OUT046,2429.9714
FDP59,OUT049,1607.9304
NCT53,OUT010,644.3264
FDL57,OUT027,5386.88
FDN32,OUT010,638.6661
FDK09,OUT018,3334.1443
FDA52,OUT010,253.08029
FDC57,OUT049,3186.0425
FDI09,OUT035,4005.2104
NCB07,OUT046,2951.2627
FDP26,OUT035,1749.9948
FDP40,OUT027,3104.4666
FDL15,OUT013,2321.1865
FDV07,OUT046,1856.5483
FDS03,OUT017,1049.1676
FDE50,OUT049,3257.2
FDQ15,OUT017,1284.9949
FDQ33,OUT010,623.6174
FDT22,OUT013,799.93005
